label,sentence
AuxVerb_75_spa_eng_ungrammatical,Él está pack la caja ahora.
AuxVerb_76_spa_eng_ungrammatical,Él está unpack el paquete ahora.
AuxVerb_77_spa_eng_ungrammatical,Él está load el camión ahora.
AuxVerb_78_spa_eng_ungrammatical,Él está unload la furgoneta ahora.
AuxVerb_79_spa_eng_ungrammatical,Él está search el archivo ahora.
AuxVerb_80_spa_eng_ungrammatical,Él está find la llave ahora.
AuxVerb_81_spa_eng_ungrammatical,Él está lose el documento ahora.
AuxVerb_82_spa_eng_ungrammatical,Él está hide la caja ahora.
AuxVerb_83_spa_eng_ungrammatical,Él está seek ayuda ahora.
AuxVerb_84_spa_eng_ungrammatical,Él está watch la pantalla ahora.
AuxVerb_85_spa_eng_ungrammatical,Él está look al mapa ahora.
AuxVerb_86_spa_eng_ungrammatical,Él está stare al cuadro ahora.
AuxVerb_87_spa_eng_ungrammatical,Él está glance al reloj ahora.
AuxVerb_88_spa_eng_ungrammatical,Él está listen a la radio ahora.
AuxVerb_89_spa_eng_ungrammatical,Él está hear un ruido ahora.
AuxVerb_90_spa_eng_ungrammatical,Él está smell la comida ahora.
AuxVerb_91_spa_eng_ungrammatical,Él está taste la sopa ahora.
AuxVerb_92_spa_eng_ungrammatical,Él está touch la superficie ahora.
AuxVerb_93_spa_eng_ungrammatical,Él está feel cansado ahora.
AuxVerb_94_spa_eng_ungrammatical,Él está notice el cambio ahora.
AuxVerb_95_spa_eng_ungrammatical,Él está remember la fecha ahora.
AuxVerb_96_spa_eng_ungrammatical,Él está forget el nombre ahora.
AuxVerb_97_spa_eng_ungrammatical,Él está decide la ruta ahora.
AuxVerb_98_spa_eng_ungrammatical,Él está choose el color ahora.
AuxVerb_99_spa_eng_ungrammatical,Él está plan la reunión ahora.
AuxVerb_100_spa_eng_ungrammatical,Él está prepare la cena ahora.
AuxVerb_101_spa_eng_ungrammatical,Él está walk por el parque ahora.
AuxVerb_102_spa_eng_ungrammatical,Él está run por la calle ahora.
AuxVerb_103_spa_eng_ungrammatical,Él está sit en la silla ahora.
AuxVerb_104_spa_eng_ungrammatical,Él está stand junto a la puerta ahora.
AuxVerb_105_spa_eng_ungrammatical,Él está sleep en la cama ahora.
AuxVerb_106_spa_eng_ungrammatical,Él está eat en la cocina ahora.
AuxVerb_107_spa_eng_ungrammatical,Él está drink en el bar ahora.
AuxVerb_108_spa_eng_ungrammatical,Él está read en la biblioteca ahora.
AuxVerb_109_spa_eng_ungrammatical,Él está write en el escritorio ahora.
AuxVerb_110_spa_eng_ungrammatical,Él está cook en la cocina ahora.
AuxVerb_111_spa_eng_ungrammatical,Él está bake en el horno ahora.
AuxVerb_112_spa_eng_ungrammatical,Él está sing en el escenario ahora.
AuxVerb_113_spa_eng_ungrammatical,Él está dance en la sala ahora.
AuxVerb_114_spa_eng_ungrammatical,Él está listen a la radio ahora.
AuxVerb_115_spa_eng_ungrammatical,Él está watch la televisión ahora.
AuxVerb_116_spa_eng_ungrammatical,Él está look por la ventana ahora.
AuxVerb_117_spa_eng_ungrammatical,Él está see el paisaje ahora.
AuxVerb_118_spa_eng_ungrammatical,Él está hear los sonidos ahora.
AuxVerb_119_spa_eng_ungrammatical,Él está smell la comida ahora.
AuxVerb_120_spa_eng_ungrammatical,Él está taste la sopa ahora.
AuxVerb_121_spa_eng_ungrammatical,Él está touch la superficie ahora.
AuxVerb_122_spa_eng_ungrammatical,Él está feel cansado ahora.
AuxVerb_123_spa_eng_ungrammatical,Él está notice el cambio ahora.
AuxVerb_124_spa_eng_ungrammatical,Él está remember la fecha ahora.
AuxVerb_125_spa_eng_ungrammatical,Él está forget el nombre ahora.
AuxVerb_126_spa_eng_ungrammatical,Él está decide la ruta ahora.
AuxVerb_127_spa_eng_ungrammatical,Él está choose el color ahora.
AuxVerb_128_spa_eng_ungrammatical,Él está plan la reunión ahora.
AuxVerb_129_spa_eng_ungrammatical,Él está prepare la cena ahora.
AuxVerb_130_spa_eng_ungrammatical,Él está study para el examen ahora.
AuxVerb_131_spa_eng_ungrammatical,Él está teach la clase ahora.
AuxVerb_132_spa_eng_ungrammatical,Él está learn una nueva habilidad ahora.
AuxVerb_133_spa_eng_ungrammatical,Él está practice el piano ahora.
AuxVerb_134_spa_eng_ungrammatical,Él está train en el gimnasio ahora.
AuxVerb_135_spa_eng_ungrammatical,Él está exercise en el parque ahora.
AuxVerb_136_spa_eng_ungrammatical,Él está stretch antes de correr ahora.
AuxVerb_137_spa_eng_ungrammatical,Él está jog por la orilla ahora.
AuxVerb_138_spa_eng_ungrammatical,Él está hike en la montaña ahora.
AuxVerb_139_spa_eng_ungrammatical,Él está climb la roca ahora.
AuxVerb_140_spa_eng_ungrammatical,Él está swim en el lago ahora.
AuxVerb_141_spa_eng_ungrammatical,Él está drive hacia la ciudad ahora.
AuxVerb_142_spa_eng_ungrammatical,Él está ride la bicicleta ahora.
AuxVerb_143_spa_eng_ungrammatical,Él está fly sobre el valle ahora.
AuxVerb_144_spa_eng_ungrammatical,Él está arrive a la estación ahora.
AuxVerb_145_spa_eng_ungrammatical,Él está leave la casa ahora.
AuxVerb_146_spa_eng_ungrammatical,Él está enter la sala ahora.
AuxVerb_147_spa_eng_ungrammatical,Él está exit por la puerta ahora.
AuxVerb_148_spa_eng_ungrammatical,Él está open la caja ahora.
AuxVerb_149_spa_eng_ungrammatical,Él está close la ventana ahora.
AuxVerb_150_spa_eng_ungrammatical,Él está repair la máquina ahora.
AuxVerb_151_spa_eng_ungrammatical,Él está whisper en la sala ahora.
AuxVerb_152_spa_eng_ungrammatical,Él está shout en la calle ahora.
AuxVerb_153_spa_eng_ungrammatical,Él está nod en la reunión ahora.
AuxVerb_154_spa_eng_ungrammatical,Él está wave desde la ventana ahora.
AuxVerb_155_spa_eng_ungrammatical,Él está blink frente al monitor ahora.
AuxVerb_156_spa_eng_ungrammatical,Él está smile a los niños ahora.
AuxVerb_157_spa_eng_ungrammatical,Él está frown al leer el informe ahora.
AuxVerb_158_spa_eng_ungrammatical,Él está laugh con los amigos ahora.
AuxVerb_159_spa_eng_ungrammatical,Él está cry en la habitación ahora.
AuxVerb_160_spa_eng_ungrammatical,Él está sigh después de la reunión ahora.
AuxVerb_161_spa_eng_ungrammatical,Él está cough en la sala de espera ahora.
AuxVerb_162_spa_eng_ungrammatical,Él está sneeze en la cocina ahora.
AuxVerb_163_spa_eng_ungrammatical,Él está breathe profundamente ahora.
AuxVerb_164_spa_eng_ungrammatical,Él está yawn en la oficina ahora.
AuxVerb_165_spa_eng_ungrammatical,Él está scratch la mesa ahora.
AuxVerb_166_spa_eng_ungrammatical,Él está clap al final del acto ahora.
AuxVerb_167_spa_eng_ungrammatical,Él está kneel junto al altar ahora.
AuxVerb_168_spa_eng_ungrammatical,Él está bow ante el público ahora.
AuxVerb_169_spa_eng_ungrammatical,Él está pray en la capilla ahora.
AuxVerb_170_spa_eng_ungrammatical,Él está meditate en el jardín ahora.
AuxVerb_171_spa_eng_ungrammatical,Él está skate en la pista ahora.
AuxVerb_172_spa_eng_ungrammatical,Él está ski por la pendiente ahora.
AuxVerb_173_spa_eng_ungrammatical,Él está surf en la playa ahora.
AuxVerb_174_spa_eng_ungrammatical,Él está steer el bote ahora.
AuxVerb_175_spa_eng_ungrammatical,Él está assemble la mesa ahora.
AuxVerb_176_spa_eng_ungrammatical,Él está disassemble la unidad ahora.
AuxVerb_177_spa_eng_ungrammatical,Él está measure la pieza ahora.
AuxVerb_178_spa_eng_ungrammatical,Él está weigh el paquete ahora.
AuxVerb_179_spa_eng_ungrammatical,Él está count los votos ahora.
AuxVerb_180_spa_eng_ungrammatical,Él está calculate el total ahora.
AuxVerb_181_spa_eng_ungrammatical,Él está estimate el coste ahora.
AuxVerb_182_spa_eng_ungrammatical,Él está label las cajas ahora.
AuxVerb_183_spa_eng_ungrammatical,Él está stamp los sobres ahora.
AuxVerb_184_spa_eng_ungrammatical,Él está mix los ingredientes ahora.
AuxVerb_185_spa_eng_ungrammatical,Él está stir la salsa ahora.
AuxVerb_186_spa_eng_ungrammatical,Él está blend la mezcla ahora.
AuxVerb_187_spa_eng_ungrammatical,Él está chop las verduras ahora.
AuxVerb_188_spa_eng_ungrammatical,Él está slice el pan ahora.
AuxVerb_189_spa_eng_ungrammatical,Él está peel las manzanas ahora.
AuxVerb_190_spa_eng_ungrammatical,Él está grill la carne ahora.
AuxVerb_191_spa_eng_ungrammatical,Él está marinate el pollo ahora.
AuxVerb_192_spa_eng_ungrammatical,Él está season la sopa ahora.
AuxVerb_193_spa_eng_ungrammatical,Él está iron la camisa ahora.
AuxVerb_194_spa_eng_ungrammatical,Él está polish los zapatos ahora.
AuxVerb_195_spa_eng_ungrammatical,Él está file los documentos ahora.
AuxVerb_196_spa_eng_ungrammatical,Él está scan el contrato ahora.
AuxVerb_197_spa_eng_ungrammatical,Él está print las páginas ahora.
AuxVerb_198_spa_eng_ungrammatical,Él está copy el archivo ahora.
AuxVerb_199_spa_eng_ungrammatical,Él está paste el texto ahora.
AuxVerb_200_spa_eng_ungrammatical,Él está upload el documento ahora.
CopulaPredicate_1_spa_eng_ungrammatical,El paciente está run después de la operación.
CopulaPredicate_2_spa_eng_ungrammatical,El niño está sleep antes de la siesta.
CopulaPredicate_3_spa_eng_ungrammatical,El conductor está drive tras la parada.
CopulaPredicate_4_spa_eng_ungrammatical,El viajero está eat al llegar al pueblo.
CopulaPredicate_5_spa_eng_ungrammatical,El corredor está drink al cruzar la meta.
CopulaPredicate_6_spa_eng_ungrammatical,El anciano está stand tras levantarse rápido.
CopulaPredicate_7_spa_eng_ungrammatical,El paciente está recover tras la enfermedad.
CopulaPredicate_8_spa_eng_ungrammatical,El atleta está train antes de la competición.
CopulaPredicate_9_spa_eng_ungrammatical,El testigo está speak durante la declaración.
CopulaPredicate_10_spa_eng_ungrammatical,El estudiante está study antes del examen.
CopulaPredicate_11_spa_eng_ungrammatical,El actor está perform en el camerino.
CopulaPredicate_12_spa_eng_ungrammatical,El turista está explore en la terraza.
CopulaPredicate_13_spa_eng_ungrammatical,El guardia está patrol en su puesto.
CopulaPredicate_14_spa_eng_ungrammatical,El cliente está read con las instrucciones.
CopulaPredicate_15_spa_eng_ungrammatical,El pasajero está wait durante el viaje.
CopulaPredicate_16_spa_eng_ungrammatical,El público está listen por el anuncio.
CopulaPredicate_17_spa_eng_ungrammatical,El conductor está honk por el atasco.
CopulaPredicate_18_spa_eng_ungrammatical,El vecino está call tras la noticia.
CopulaPredicate_19_spa_eng_ungrammatical,El equipo está celebrate con el resultado.
CopulaPredicate_20_spa_eng_ungrammatical,El marinero está sail en la cubierta.
CopulaPredicate_21_spa_eng_ungrammatical,El trabajador está cough y se queda en casa.
CopulaPredicate_22_spa_eng_ungrammatical,El atleta está rest tras la recuperación.
CopulaPredicate_23_spa_eng_ungrammatical,El excursionista está shiver en la cima.
CopulaPredicate_24_spa_eng_ungrammatical,El obrero está sweat bajo el sol.
CopulaPredicate_25_spa_eng_ungrammatical,El paciente está measure esta mañana.
CopulaPredicate_26_spa_eng_ungrammatical,El voluntario está help al terminar.
CopulaPredicate_27_spa_eng_ungrammatical,El niño está play en el recreo.
CopulaPredicate_28_spa_eng_ungrammatical,El gerente está work por la entrega.
CopulaPredicate_29_spa_eng_ungrammatical,El padre está call tras la llamada.
CopulaPredicate_30_spa_eng_ungrammatical,El técnico está fix con el fallo.
CopulaPredicate_31_spa_eng_ungrammatical,El solicitante está wait por la respuesta.
CopulaPredicate_32_spa_eng_ungrammatical,El amigo está praise de su éxito.
CopulaPredicate_33_spa_eng_ungrammatical,El padre está show del logro.
CopulaPredicate_34_spa_eng_ungrammatical,El acusado está confess ante el juez.
CopulaPredicate_35_spa_eng_ungrammatical,El invitado está explain por el error.
CopulaPredicate_36_spa_eng_ungrammatical,El público está react por la noticia.
CopulaPredicate_37_spa_eng_ungrammatical,El conductor está brake por el ruido.
CopulaPredicate_38_spa_eng_ungrammatical,El estudiante está study en la tarea.
CopulaPredicate_39_spa_eng_ungrammatical,El peatón está look al cruzar.
CopulaPredicate_40_spa_eng_ungrammatical,El artista está paint para empezar.
CopulaPredicate_41_spa_eng_ungrammatical,El vecino está clean el domingo por la tarde.
CopulaPredicate_42_spa_eng_ungrammatical,El grupo está attend en el taller.
CopulaPredicate_43_spa_eng_ungrammatical,El bebé está cry durante la noche.
CopulaPredicate_44_spa_eng_ungrammatical,El anciano está thank tras la visita.
CopulaPredicate_45_spa_eng_ungrammatical,El trabajador está complain por la carga.
CopulaPredicate_46_spa_eng_ungrammatical,El equipo está plan sobre el proyecto.
CopulaPredicate_47_spa_eng_ungrammatical,El analista está predict con los datos.
CopulaPredicate_48_spa_eng_ungrammatical,El visitante está explore por la exposición.
CopulaPredicate_49_spa_eng_ungrammatical,El testigo está argue ante el debate.
CopulaPredicate_50_spa_eng_ungrammatical,El padre está organize con las tareas.
CopulaPredicate_51_spa_eng_ungrammatical,El paciente está run después de la operación.
CopulaPredicate_52_spa_eng_ungrammatical,La anciana está stand al levantarse.
CopulaPredicate_53_spa_eng_ungrammatical,El viajero está eat en el barco.
CopulaPredicate_54_spa_eng_ungrammatical,El comensal está eat tras la comida.
CopulaPredicate_55_spa_eng_ungrammatical,El actor está perform bajo las luces.
CopulaPredicate_56_spa_eng_ungrammatical,El corredor está run tras la carrera.
CopulaPredicate_57_spa_eng_ungrammatical,El técnico está fix en el taller.
CopulaPredicate_58_spa_eng_ungrammatical,El paciente está measure por la fiebre.
CopulaPredicate_59_spa_eng_ungrammatical,La cantante está sing tras la canción.
CopulaPredicate_60_spa_eng_ungrammatical,El turista está sail por el mareo.
CopulaPredicate_61_spa_eng_ungrammatical,El anciano está walk al bajar las escaleras.
CopulaPredicate_62_spa_eng_ungrammatical,El equilibrista está walk en la cuerda.
CopulaPredicate_63_spa_eng_ungrammatical,El estudiante está study antes del examen.
CopulaPredicate_64_spa_eng_ungrammatical,El monje está pray en el claustro.
CopulaPredicate_65_spa_eng_ungrammatical,El juez está speak durante la audiencia.
CopulaPredicate_66_spa_eng_ungrammatical,El testigo está talk tras descansar.
CopulaPredicate_67_spa_eng_ungrammatical,El técnico está read con las instrucciones.
CopulaPredicate_68_spa_eng_ungrammatical,El conductor está drive por la niebla.
CopulaPredicate_69_spa_eng_ungrammatical,El escritor está write esta mañana.
CopulaPredicate_70_spa_eng_ungrammatical,El paciente está take tras la medicación.
CopulaPredicate_71_spa_eng_ungrammatical,El trabajador está eat después del almuerzo.
CopulaPredicate_72_spa_eng_ungrammatical,El abuelo está walk en el jardín.
CopulaPredicate_73_spa_eng_ungrammatical,El niño está play en la fiesta.
CopulaPredicate_74_spa_eng_ungrammatical,El conductor está drive en la autopista.
CopulaPredicate_75_spa_eng_ungrammatical,El músico está tune antes del concierto.
CopulaPredicate_76_spa_eng_ungrammatical,El equipo está celebrate tras la victoria.
CopulaPredicate_77_spa_eng_ungrammatical,El vecino está stay por la lluvia.
CopulaPredicate_78_spa_eng_ungrammatical,El autor está write en su estudio.
CopulaPredicate_79_spa_eng_ungrammatical,El cliente está pay con la factura.
CopulaPredicate_80_spa_eng_ungrammatical,El público está clap por el truco.
CopulaPredicate_81_spa_eng_ungrammatical,El peatón está call tras el choque.
CopulaPredicate_82_spa_eng_ungrammatical,El paciente está touch en la mano.
CopulaPredicate_83_spa_eng_ungrammatical,El músico está play en los dedos.
CopulaPredicate_84_spa_eng_ungrammatical,El jardinero está prune por las plantas.
CopulaPredicate_85_spa_eng_ungrammatical,El atleta está rest tras el entrenamiento.
CopulaPredicate_86_spa_eng_ungrammatical,El carpintero está work por el trabajo.
CopulaPredicate_87_spa_eng_ungrammatical,El pasajero está sit en el asiento.
CopulaPredicate_88_spa_eng_ungrammatical,El músico está play en la espalda.
CopulaPredicate_89_spa_eng_ungrammatical,El paciente está touch en la zona.
CopulaPredicate_90_spa_eng_ungrammatical,El dedo está hit tras el golpe.
CopulaPredicate_91_spa_eng_ungrammatical,El niño está measure esta noche.
CopulaPredicate_92_spa_eng_ungrammatical,El viajero está wait en la sala de espera.
CopulaPredicate_93_spa_eng_ungrammatical,El anciano está thank con la visita.
CopulaPredicate_94_spa_eng_ungrammatical,El equipo está plan sobre el plan.
CopulaPredicate_95_spa_eng_ungrammatical,El analista está predict con los datos.
CopulaPredicate_96_spa_eng_ungrammatical,La recepcionista está greet esta mañana.
CopulaPredicate_97_spa_eng_ungrammatical,El poeta está write al escribir.
CopulaPredicate_98_spa_eng_ungrammatical,El votante está listen ante la campaña.
CopulaPredicate_99_spa_eng_ungrammatical,El solicitante está wait por la respuesta.
CopulaPredicate_100_spa_eng_ungrammatical,La familia está celebrate por la noticia.
CopulaPredicate_101_spa_eng_ungrammatical,Él está whisper en la sala ahora.
CopulaPredicate_102_spa_eng_ungrammatical,Él está shout en la calle ahora.
CopulaPredicate_103_spa_eng_ungrammatical,Él está nod en la reunión ahora.
CopulaPredicate_104_spa_eng_ungrammatical,Él está wave desde la ventana ahora.
CopulaPredicate_105_spa_eng_ungrammatical,Él está blink frente al monitor ahora.
CopulaPredicate_106_spa_eng_ungrammatical,Él está smile a los niños ahora.
CopulaPredicate_107_spa_eng_ungrammatical,Él está frown al leer el informe ahora.
CopulaPredicate_108_spa_eng_ungrammatical,Él está laugh con los amigos ahora.
CopulaPredicate_109_spa_eng_ungrammatical,Él está cry en la habitación ahora.
CopulaPredicate_110_spa_eng_ungrammatical,Él está sigh después de la reunión ahora.
CopulaPredicate_111_spa_eng_ungrammatical,Él está cough en la sala de espera ahora.
CopulaPredicate_112_spa_eng_ungrammatical,Él está sneeze en la cocina ahora.
CopulaPredicate_113_spa_eng_ungrammatical,Él está breathe profundamente ahora.
CopulaPredicate_114_spa_eng_ungrammatical,Él está yawn en la oficina ahora.
CopulaPredicate_115_spa_eng_ungrammatical,Él está scratch la mesa ahora.
CopulaPredicate_116_spa_eng_ungrammatical,Él está clap al final del acto ahora.
CopulaPredicate_117_spa_eng_ungrammatical,Él está kneel junto al altar ahora.
CopulaPredicate_118_spa_eng_ungrammatical,Él está bow ante el público ahora.
CopulaPredicate_119_spa_eng_ungrammatical,Él está pray en la capilla ahora.
CopulaPredicate_120_spa_eng_ungrammatical,Él está meditate en el jardín ahora.
CopulaPredicate_121_spa_eng_ungrammatical,Él está skate en la pista ahora.
CopulaPredicate_122_spa_eng_ungrammatical,Él está ski por la pendiente ahora.
CopulaPredicate_123_spa_eng_ungrammatical,Él está surf en la playa ahora.
CopulaPredicate_124_spa_eng_ungrammatical,Él está steer el bote ahora.
CopulaPredicate_125_spa_eng_ungrammatical,Él está assemble la mesa ahora.
CopulaPredicate_126_spa_eng_ungrammatical,Él está disassemble la unidad ahora.
CopulaPredicate_127_spa_eng_ungrammatical,Él está measure la pieza ahora.
CopulaPredicate_128_spa_eng_ungrammatical,Él está weigh el paquete ahora.
CopulaPredicate_129_spa_eng_ungrammatical,Él está count los votos ahora.
CopulaPredicate_130_spa_eng_ungrammatical,Él está calculate el total ahora.
CopulaPredicate_131_spa_eng_ungrammatical,Él está estimate el coste ahora.
CopulaPredicate_132_spa_eng_ungrammatical,Él está label las cajas ahora.
CopulaPredicate_133_spa_eng_ungrammatical,Él está stamp los sobres ahora.
CopulaPredicate_134_spa_eng_ungrammatical,Él está mix los ingredientes ahora.
CopulaPredicate_135_spa_eng_ungrammatical,Él está stir la salsa ahora.
CopulaPredicate_136_spa_eng_ungrammatical,Él está blend la mezcla ahora.
CopulaPredicate_137_spa_eng_ungrammatical,Él está chop las verduras ahora.
CopulaPredicate_138_spa_eng_ungrammatical,Él está slice el pan ahora.
CopulaPredicate_139_spa_eng_ungrammatical,Él está peel las manzanas ahora.
CopulaPredicate_140_spa_eng_ungrammatical,Él está grill la carne ahora.
CopulaPredicate_141_spa_eng_ungrammatical,Él está marinate el pollo ahora.
CopulaPredicate_142_spa_eng_ungrammatical,Él está season la sopa ahora.
CopulaPredicate_143_spa_eng_ungrammatical,Él está iron la camisa ahora.
CopulaPredicate_144_spa_eng_ungrammatical,Él está polish los zapatos ahora.
CopulaPredicate_145_spa_eng_ungrammatical,Él está file los documentos ahora.
CopulaPredicate_146_spa_eng_ungrammatical,Él está scan el contrato ahora.
CopulaPredicate_147_spa_eng_ungrammatical,Él está print las páginas ahora.
CopulaPredicate_148_spa_eng_ungrammatical,Él está copy el archivo ahora.
CopulaPredicate_149_spa_eng_ungrammatical,Él está paste el texto ahora.
CopulaPredicate_150_spa_eng_ungrammatical,Él está upload el documento ahora.
CopulaPredicate_151_spa_eng_ungrammatical,El guardia está patrol en la entrada del edificio.
CopulaPredicate_152_spa_eng_ungrammatical,El conductor está drive en la autopista.
CopulaPredicate_153_spa_eng_ungrammatical,El paciente está recover tras la operación.
CopulaPredicate_154_spa_eng_ungrammatical,El visitante está wait en la sala de espera.
CopulaPredicate_155_spa_eng_ungrammatical,El marinero está sail en la cubierta.
CopulaPredicate_156_spa_eng_ungrammatical,El músico está tune antes del ensayo.
CopulaPredicate_157_spa_eng_ungrammatical,El enfermero está run durante la emergencia.
CopulaPredicate_158_spa_eng_ungrammatical,El turista está miss en la estación.
CopulaPredicate_159_spa_eng_ungrammatical,El equilibrista está fall sobre la cuerda.
CopulaPredicate_160_spa_eng_ungrammatical,El anciano está walk al bajar las escaleras.
CopulaPredicate_161_spa_eng_ungrammatical,El escritor está write esta mañana.
CopulaPredicate_162_spa_eng_ungrammatical,El técnico está read con las instrucciones.
CopulaPredicate_163_spa_eng_ungrammatical,El trabajador está eat después del almuerzo.
CopulaPredicate_164_spa_eng_ungrammatical,El bailarín está rehearse en el ensayo.
CopulaPredicate_165_spa_eng_ungrammatical,El votante está listen ante la campaña.
CopulaPredicate_166_spa_eng_ungrammatical,El visitante está explore por la exposición.
CopulaPredicate_167_spa_eng_ungrammatical,El testigo está argue ante el debate.
CopulaPredicate_168_spa_eng_ungrammatical,El padre está organize con las tareas.
CopulaPredicate_169_spa_eng_ungrammatical,La familia está celebrate por la noticia.
CopulaPredicate_170_spa_eng_ungrammatical,El poeta está write al escribir.
CopulaPredicate_171_spa_eng_ungrammatical,La recepcionista está greet esta mañana.
CopulaPredicate_172_spa_eng_ungrammatical,El colega está work hoy en la oficina.
CopulaPredicate_173_spa_eng_ungrammatical,El paciente está medicate por el dolor.
CopulaPredicate_174_spa_eng_ungrammatical,El vecino está argue tras la discusión.
CopulaPredicate_175_spa_eng_ungrammatical,El padre está thank por la ayuda.
CopulaPredicate_176_spa_eng_ungrammatical,El empleado está accept por la decisión.
CopulaPredicate_177_spa_eng_ungrammatical,El piloto está check antes del vuelo.
CopulaPredicate_178_spa_eng_ungrammatical,El actor está read tras la crítica.
CopulaPredicate_179_spa_eng_ungrammatical,El equipo está wait por el resultado.
CopulaPredicate_180_spa_eng_ungrammatical,El estudiante está study tras el examen.
CopulaPredicate_181_spa_eng_ungrammatical,El gerente está plan sobre el plan.
CopulaPredicate_182_spa_eng_ungrammatical,El analista está predict con los datos.
CopulaPredicate_183_spa_eng_ungrammatical,El médico está call tras la operación.
CopulaPredicate_184_spa_eng_ungrammatical,El técnico está fix con el fallo.
CopulaPredicate_185_spa_eng_ungrammatical,El anciano está thank tras la visita.
CopulaPredicate_186_spa_eng_ungrammatical,El trabajador está complain por la carga.
CopulaPredicate_187_spa_eng_ungrammatical,El joven está react ante la noticia.
CopulaPredicate_188_spa_eng_ungrammatical,El cliente está pay con la factura.
CopulaPredicate_189_spa_eng_ungrammatical,El público está clap por el truco.
CopulaPredicate_190_spa_eng_ungrammatical,El peatón está call tras el choque.
CopulaPredicate_191_spa_eng_ungrammatical,El paciente está touch en la mano.
CopulaPredicate_192_spa_eng_ungrammatical,El músico está play en los dedos.
CopulaPredicate_193_spa_eng_ungrammatical,El jardinero está prune por las plantas.
CopulaPredicate_194_spa_eng_ungrammatical,El atleta está rest tras el entrenamiento.
CopulaPredicate_195_spa_eng_ungrammatical,El carpintero está work por el trabajo.
CopulaPredicate_196_spa_eng_ungrammatical,El pasajero está sit en el asiento.
CopulaPredicate_197_spa_eng_ungrammatical,El músico está play en la espalda.
CopulaPredicate_198_spa_eng_ungrammatical,El paciente está touch en la zona.
CopulaPredicate_199_spa_eng_ungrammatical,El dedo está hit tras el golpe.
CopulaPredicate_200_spa_eng_ungrammatical,El niño está measure esta noche.
VerbDirectObjectAgreement_1_spa_eng_ungrammatical,La cocina tiene apple en la encimera.
VerbDirectObjectAgreement_2_spa_eng_ungrammatical,La cesta tiene banana junto a la puerta.
VerbDirectObjectAgreement_3_spa_eng_ungrammatical,La mesa tiene orange para el desayuno.
VerbDirectObjectAgreement_4_spa_eng_ungrammatical,La nevera tiene grape en el estante.
VerbDirectObjectAgreement_5_spa_eng_ungrammatical,La frutería tiene pear en la vitrina.
VerbDirectObjectAgreement_6_spa_eng_ungrammatical,La bolsa tiene carrot para la sopa.
VerbDirectObjectAgreement_7_spa_eng_ungrammatical,La mesa tiene tomato en un plato.
VerbDirectObjectAgreement_8_spa_eng_ungrammatical,La cocina tiene onion en la despensa.
VerbDirectObjectAgreement_9_spa_eng_ungrammatical,La cesta tiene potato bajo la mesa.
VerbDirectObjectAgreement_10_spa_eng_ungrammatical,La nevera tiene lettuce en el cajón.
VerbDirectObjectAgreement_11_spa_eng_ungrammatical,La caja tiene egg en el refrigerador.
VerbDirectObjectAgreement_12_spa_eng_ungrammatical,La bandeja tiene cookie recién hecha.
VerbDirectObjectAgreement_13_spa_eng_ungrammatical,La mesa tiene cake para la fiesta.
VerbDirectObjectAgreement_14_spa_eng_ungrammatical,La nevera tiene sandwich envuelto.
VerbDirectObjectAgreement_15_spa_eng_ungrammatical,La parrilla tiene burger lista.
VerbDirectObjectAgreement_16_spa_eng_ungrammatical,La caja tiene pizza caliente.
VerbDirectObjectAgreement_17_spa_eng_ungrammatical,La olla tiene pasta cocida.
VerbDirectObjectAgreement_18_spa_eng_ungrammatical,La bolsa tiene rice para la cena.
VerbDirectObjectAgreement_19_spa_eng_ungrammatical,La lata tiene bean en la despensa.
VerbDirectObjectAgreement_20_spa_eng_ungrammatical,La alacena tiene cereal en fila.
VerbDirectObjectAgreement_21_spa_eng_ungrammatical,La nevera tiene milk fría.
VerbDirectObjectAgreement_22_spa_eng_ungrammatical,La tabla tiene cheese para cortar.
VerbDirectObjectAgreement_23_spa_eng_ungrammatical,La nevera tiene yogurt en la puerta.
VerbDirectObjectAgreement_24_spa_eng_ungrammatical,La despensa tiene butter sellada.
VerbDirectObjectAgreement_25_spa_eng_ungrammatical,La mesa tiene jam casera.
VerbDirectObjectAgreement_26_spa_eng_ungrammatical,La cocina tiene honey en frascos.
VerbDirectObjectAgreement_27_spa_eng_ungrammatical,La bolsa tiene sugar para el café.
VerbDirectObjectAgreement_28_spa_eng_ungrammatical,La salera tiene salt fina.
VerbDirectObjectAgreement_29_spa_eng_ungrammatical,La mesa tiene pepper molido.
VerbDirectObjectAgreement_30_spa_eng_ungrammatical,La cocina tiene oil en la estantería.
VerbDirectObjectAgreement_31_spa_eng_ungrammatical,La despensa tiene vinegar variado.
VerbDirectObjectAgreement_32_spa_eng_ungrammatical,El cajón tiene spoon alineada.
VerbDirectObjectAgreement_33_spa_eng_ungrammatical,El estuche tiene fork limpio.
VerbDirectObjectAgreement_34_spa_eng_ungrammatical,La mesa tiene napkin doblada.
VerbDirectObjectAgreement_35_spa_eng_ungrammatical,El armario tiene plate apilado.
VerbDirectObjectAgreement_36_spa_eng_ungrammatical,La alacena tiene bowl para servir.
VerbDirectObjectAgreement_37_spa_eng_ungrammatical,La vitrina tiene glass brillante.
VerbDirectObjectAgreement_38_spa_eng_ungrammatical,El estante tiene mug con diseño.
VerbDirectObjectAgreement_39_spa_eng_ungrammatical,La cocina tiene pan en la estufa.
