phenomenon,sentence_number,spa_eng_grammatical,spa_eng_ungrammatical,eng_spa_grammatical,eng_spa_ungrammatical
CompoundNPs,184,Publica el article2 en la página principal.,Publica el article2 de ficción en la página principal.,The article2 de ficción drew many curious readers.,The article2 drew many curious readers.
CompoundNPs,185,Corrige el essay2 y entrégalo mañana.,Corrige el essay2 de ficción y entrégalo mañana.,The essay2 de ficción explored an invented theory.,The essay2 explored a real theory.
CompoundNPs,186,Coloca el volume2 en la caja de archivos.,Coloca el volume2 de ficción en la caja de archivos.,The volume2 de ficción was part of the display.,The volume2 was part of the display.
CompoundNPs,187,Saca el tome2 con guantes del estante.,Saca el tome2 de ficción con guantes del estante.,The tome2 de ficción contained a fantasy saga.,The tome2 contained a fantasy saga.
CompoundNPs,188,Deja el leaflet2 en la mesa de información.,Deja el leaflet2 de ficción en la mesa de información.,The leaflet2 de ficción advertised a pretend tour.,The leaflet2 advertised the real tour.
CompoundNPs,189,Cuelga el bulletin2 en el tablón de anuncios.,Cuelga el bulletin2 de ficción en el tablón de anuncios.,The bulletin2 de ficción was removed after the test.,The bulletin2 was removed after the test.
CompoundNPs,190,Anota la entrada en el journal2 del proyecto.,Anota el journal2 de ficción del proyecto.,The journal2 de ficción included fictional case notes.,The journal2 included factual case notes.
CompoundNPs,191,Registra el evento en el log2 ahora mismo.,Registra el log2 de ficción ahora mismo.,The log2 de ficción was used for practice.,The log2 was used for practice.
CompoundNPs,192,Guarda el record2 en la carpeta segura.,Guarda el record2 de ficción en la carpeta segura.,The record2 de ficción was labeled clearly.,The record2 was labeled clearly.
CompoundNPs,193,Abre el file2 y revisa la sección tres.,Abre el file2 de ficción y revisa la sección tres.,The file2 de ficción contained mock data.,The file2 contained the real data.
CompoundNPs,194,Ensaya el script2 antes de la presentación.,Ensaya el script2 de ficción antes de la presentación.,The script2 de ficción will be staged next week.,The script2 will be staged next week.
CompoundNPs,195,Guarda el draft2 y compártelo con el equipo.,Guarda el draft2 de ficción y compártelo con el equipo.,The draft2 de ficción needs more scenes.,The draft2 needs more scenes.
CompoundNPs,196,Envía el memo2 al departamento de ventas.,Envía el memo2 de ficción al departamento de ventas.,The memo2 de ficción was part of the drill.,The memo2 was part of the drill.
CompoundNPs,197,Escribe el note2 en la libreta de campo.,Escribe el note2 de ficción en la libreta de campo.,The note2 de ficción was later discarded.,The note2 was later discarded.
CompoundNPs,198,Revisa el text2 antes de publicarlo.,Revisa el text2 de ficción antes de publicarlo.,The text2 de ficción was edited for style.,The text2 was edited for style.
CompoundNPs,199,Imprime el booklet2 para la reunión de mañana.,Imprime el booklet2 de ficción para la reunión de mañana.,The booklet2 de ficción was used in the exercise.,The booklet2 was used in the exercise.
CompoundNPs,200,Coloca el manual4 en la caja de herramientas.,Coloca el manual4 de ficción en la caja de herramientas.,The manual4 de ficción described imaginary steps.,The manual4 described the real steps.
AdjOrder,1,Pon el red libro en la mesa junto a la lámpara.,Pon el libro red en la mesa junto a la lámpara.,Put the book rojo on the table next to the lamp.,Put the rojo book on the table next to the lamp.
AdjOrder,2,Pon el big coche en el garaje antes de la lluvia.,Pon el coche big en el garaje antes de la lluvia.,Put the car grande in the garage before the rain.,Put the grande car in the garage before the rain.
AdjOrder,3,Saca el small perro al jardín para que corra.,Saca el perro small al jardín para que corra.,Take the dog pequeño into the yard to run.,Take the pequeño dog into the yard to run.
AdjOrder,4,Guarda el old zapato en la caja del armario.,Guarda el zapato old en la caja del armario.,Put the shoe viejo in the closet box.,Put the viejo shoe in the closet box.
AdjOrder,5,Coloca el new sombrero sobre la percha en la entrada.,Coloca el sombrero new sobre la percha en la entrada.,Hang the hat nuevo on the hook by the door.,Hang the nuevo hat on the hook by the door.
AdjOrder,6,Ajusta el blue reloj antes de salir hacia la estación.,Ajusta el reloj blue antes de salir hacia la estación.,Set the watch azul before you leave for the station.,Set the azul watch before you leave for the station.
AdjOrder,7,Lleva el green bolso al coche cuando termines de empacar.,Lleva el bolso green al coche cuando termines de empacar.,Take the bag verde to the car when you finish packing.,Take the verde bag to the car when you finish packing.
AdjOrder,8,Cuelga el heavy abrigo en el perchero al entrar.,Cuelga el abrigo heavy en el perchero al entrar.,Hang the coat pesado on the rack when you come in.,Hang the pesado coat on the rack when you come in.
AdjOrder,9,Mira el quiet gato que duerme en la ventana.,Mira el gato quiet que duerme en la ventana.,Look at the cat silencioso sleeping on the windowsill.,Look at the silencioso cat sleeping on the windowsill.
AdjOrder,10,Sella el fast caballo antes de salir al campo.,Sella el caballo fast antes de salir al campo.,Saddle the horse rápido before heading to the field.,Saddle the rápido horse before heading to the field.
AdjOrder,11,Planta el tall árbol en la esquina del jardín.,Planta el árbol tall en la esquina del jardín.,Plant the tree alto at the corner of the garden.,Plant the alto tree at the corner of the garden.
AdjOrder,12,Cruza el cold río por el puente de madera.,Cruza el río cold por el puente de madera.,Cross the river frío via the wooden bridge.,Cross the frío river via the wooden bridge.
AdjOrder,13,Repara el narrow puente antes de la próxima tormenta.,Repara el puente narrow antes de la próxima tormenta.,Fix the bridge estrecho before the next storm.,Fix the estrecho bridge before the next storm.
AdjOrder,14,Pinta el bright banco para que destaque en el parque.,Pinta el banco bright para que destaque en el parque.,Paint the bench brillante so it stands out in the park.,Paint the brillante bench so it stands out in the park.
AdjOrder,15,Riega el green jardín cada mañana antes del trabajo.,Riega el jardín green cada mañana antes del trabajo.,Water the garden verde every morning before work.,Water the verde garden every morning before work.
AdjOrder,16,Coloca el new museo las piezas en la sala central.,Coloca el museo new las piezas en la sala central.,Display the museum nuevo's pieces in the main hall.,Display the nuevo museum's pieces in the main hall.
AdjOrder,17,Reserva el big teatro para la función del sábado.,Reserva el teatro big para la función del sábado.,Book the theater grande for Saturday's performance.,Book the grande theater for Saturday's performance.
AdjOrder,18,Compra el cheap cine las entradas con antelación.,Compra el cine cheap las entradas con antelación.,Buy the cinema barato tickets in advance.,Buy the barato cinema tickets in advance.
AdjOrder,19,Elige el fancy hotel para la visita de los invitados.,Elige el hotel fancy para la visita de los invitados.,Choose the hotel elegante for the guests' visit.,Choose the elegante hotel for the guests' visit.
AdjOrder,20,Visita el busy mercado antes de que cierren hoy.,Visita el mercado busy antes de que cierren hoy.,Visit the market ocupado before they close today.,Visit the ocupado market before they close today.
AdjOrder,21,Extiende el old mapa sobre la mesa de trabajo.,Extiende el mapa old sobre la mesa de trabajo.,Spread the map viejo on the work table.,Spread the viejo map on the work table.
AdjOrder,22,Abre el small cuaderno y escribe la idea.,Abre el cuaderno small y escribe la idea.,Open the notebook pequeño and write the idea.,Open the pequeño notebook and write the idea.
AdjOrder,23,Envía el final informe al director antes del viernes.,Envía el informe final al director antes del viernes.,Send the report final to the director by Friday.,Send the final report to the director by Friday.
AdjOrder,24,Consulta el quick manual si algo no funciona.,Consulta el manual quick si algo no funciona.,Refer to the manual rápido when you need instructions.,Refer to the rápido manual when you need instructions.
AdjOrder,25,Coloca el wooden marco en la pared del pasillo.,Coloca el marco wooden en la pared del pasillo.,Hang the frame de madera on the hallway wall.,Hang the de madera frame on the hallway wall.
AdjOrder,26,Protege el old estatua con una cubierta por la noche.,Protege el estatua old con una cubierta por la noche.,Cover the statue viejo overnight for protection.,Cover the viejo statue overnight for protection.
AdjOrder,27,Lava el clean jarrón antes de poner las flores.,Lava el jarrón clean antes de poner las flores.,Wash the vase limpio before arranging the flowers.,Wash the limpio vase before arranging the flowers.
AdjOrder,28,Lleva el bright farol en la mochila por si acaso.,Lleva el farol bright en la mochila por si acaso.,Carry the lantern brillante in your pack just in case.,Carry the brillante lantern in your pack just in case.
AdjOrder,29,Guarda el small anillo en la caja de joyas.,Guarda el anillo small en la caja de joyas.,Put the ring pequeño in the jewelry box.,Put the pequeño ring in the jewelry box.
AdjOrder,30,Ajusta el new collar antes de salir de casa.,Ajusta el collar new antes de salir de casa.,Fasten the collar nuevo before leaving the house.,Fasten the nuevo collar before leaving the house.
AdjOrder,31,Pon el empty vaso en el fregadero cuando termines.,Pon el vaso empty en el fregadero cuando termines.,Put the glass vacío in the sink when you finish.,Put the vacío glass in the sink when you finish.
AdjOrder,32,Lava el dirty plato antes de guardarlo.,Lava el plato dirty antes de guardarlo.,Wash the plate sucio before putting it away.,Wash the sucio plate before putting it away.
AdjOrder,33,Afila el sharp cuchillo con cuidado en la cocina.,Afila el cuchillo sharp con cuidado en la cocina.,Sharpen the knife afilado carefully in the kitchen.,Sharpen the afilado knife carefully in the kitchen.
AdjOrder,34,Pon el clean tenedor junto al plato principal.,Pon el tenedor clean junto al plato principal.,Place the fork limpio beside the main plate.,Place the limpio fork beside the main plate.
AdjOrder,35,Deja el short lápiz en el estuche del escritorio.,Deja el lápiz short en el estuche del escritorio.,Leave the pencil corto in the desk case.,Leave the corto pencil in the desk case.
AdjOrder,36,Firma con el blue bolígrafo en la esquina inferior.,Firma con el bolígrafo blue en la esquina inferior.,Sign with the pen azul in the lower corner.,Sign with the azul pen in the lower corner.
AdjOrder,37,Guarda el thin papel en la carpeta del proyecto.,Guarda el papel thin en la carpeta del proyecto.,File the paper delgado in the project folder.,File the delgado paper in the project folder.
AdjOrder,38,Cuenta el old billete antes de guardarlo en la caja.,Cuenta el billete old antes de guardarlo en la caja.,Count the bill viejo before putting it in the box.,Count the viejo bill before putting it in the box.
AdjOrder,39,Mete el stamped sobre en el buzón esta tarde.,Mete el sobre stamped en el buzón esta tarde.,Put the envelope sellado in the mailbox this afternoon.,Put the sellado envelope in the mailbox this afternoon.
AdjOrder,40,Coloca el heavy paquete en la esquina del almacén.,Coloca el paquete heavy en la esquina del almacén.,Place the package pesado in the warehouse corner.,Place the pesado package in the warehouse corner.
AdjOrder,41,Carga el dead teléfono antes de salir de viaje.,Carga el teléfono dead antes de salir de viaje.,Charge the phone muerto before you leave for the trip.,Charge the muerto phone before you leave for the trip.
AdjOrder,42,Apaga el old ordenador al final del día.,Apaga el ordenador old al final del día.,Turn off the computer viejo at the end of the day.,Turn off the viejo computer at the end of the day.
AdjOrder,43,Limpia el dusty teclado con un paño suave.,Limpia el teclado dusty con un paño suave.,Wipe the keyboard polvoriento with a soft cloth.,Wipe the polvoriento keyboard with a soft cloth.
AdjOrder,44,Conecta el wireless ratón al puerto USB.,Conecta el ratón wireless al puerto USB.,Plug in the mouse inalámbrico to the USB port.,Plug in the inalámbrico mouse to the USB port.
AdjOrder,45,Ajusta el large monitor para mejor visibilidad.,Ajusta el monitor large para mejor visibilidad.,Set the monitor grande for better visibility.,Set the grande monitor for better visibility.
AdjOrder,46,Coloca el new sofá contra la pared del salón.,Coloca el sofá new contra la pared del salón.,Put the sofa nuevo against the living room wall.,Put the nuevo sofa against the living room wall.
AdjOrder,47,Limpia el old sillón antes de usarlo.,Limpia el sillón old antes de usarlo.,Clean the armchair viejo before using it.,Clean the viejo armchair before using it.
AdjOrder,48,Cuelga el bright cuadro en la pared principal.,Cuelga el cuadro bright en la pared principal.,Hang the painting brillante on the main wall.,Hang the brillante painting on the main wall.
AdjOrder,49,Cierra el rusty candado para asegurar la puerta.,Cierra el candado rusty para asegurar la puerta.,Lock the candado oxidado to secure the door.,Lock the oxidado candado to secure the door.
AdjOrder,50,Marca el new calendario con las fechas del mes.,Marca el calendario new con las fechas del mes.,Mark the calendar nuevo with the month's dates.,Mark the nuevo calendar with the month's dates.
AdjOrder,51,Coloca el blue barco en el muelle.,Coloca el barco blue en el muelle.,Put the boat azul at the dock.,Put the azul boat at the dock.
AdjOrder,52,Deja el slow trén en la estación.,Deja el trén slow en la estación.,Leave the train lento at the station.,Leave the lento train at the station.
AdjOrder,53,Mira el white avión en la pista.,Mira el avión white en la pista.,Watch the plane blanco on the runway.,Watch the blanco plane on the runway.
AdjOrder,54,Guarda el small puerto en la lista de visitas.,Guarda el puerto small en la lista de visitas.,Add the port pequeño to the visit list.,Add the pequeño port to the visit list.
AdjOrder,55,Enciende el tall faro al anochecer.,Enciende el faro tall al anochecer.,Turn on the lighthouse alto at dusk.,Turn on the alto lighthouse at dusk.
AdjOrder,56,Repara el old molino esta semana.,Repara el molino old esta semana.,Fix the mill viejo this week.,Fix the viejo mill this week.
AdjOrder,57,Camina por el green valle mañana.,Camina por el valle green mañana.,Walk the valley verde tomorrow.,Walk the verde valley tomorrow.
AdjOrder,58,Sigue el narrow sendero hasta el claro.,Sigue el sendero narrow hasta el claro.,Follow the path estrecho to the clearing.,Follow the estrecho path to the clearing.
AdjOrder,59,Pinta el tall edificio antes del evento.,Pinta el edificio tall antes del evento.,Paint the building alto before the event.,Paint the alto building before the event.
AdjOrder,60,Visita el old templo al mediodía.,Visita el templo old al mediodía.,Visit the temple viejo at noon.,Visit the viejo temple at noon.
AdjOrder,61,Guarda el small cajón en el armario.,Guarda el cajón small en el armario.,Put the drawer pequeño in the closet.,Put the pequeño drawer in the closet.
AdjOrder,62,Coloca el heavy estante en la pared.,Coloca el estante heavy en la pared.,Mount the shelf pesado on the wall.,Mount the pesado shelf on the wall.
AdjOrder,63,Revisa el old techo antes de la lluvia.,Revisa el techo old antes de la lluvia.,Check the roof viejo before the rain.,Check the viejo roof before the rain.
AdjOrder,64,Limpia el wet suelo esta mañana.,Limpia el suelo wet esta mañana.,Clean the floor mojado this morning.,Clean the mojado floor this morning.
AdjOrder,65,Decora el long pasillo para la fiesta.,Decora el pasillo long para la fiesta.,Decorate the hallway largo for the party.,Decorate the largo hallway for the party.
AdjOrder,66,Cambia el old colchón esta semana.,Cambia el colchón old esta semana.,Replace the mattress viejo this week.,Replace the viejo mattress this week.
AdjOrder,67,Extiende el blank lienzo en el taller.,Extiende el lienzo blank en el taller.,Lay out the canvas vacío in the studio.,Lay out the vacío canvas in the studio.
AdjOrder,68,Lava el soft pincel después de usarlo.,Lava el pincel soft después de usarlo.,Wash the brush suave after using it.,Wash the suave brush after using it.
AdjOrder,69,Pega el red sello en el sobre.,Pega el sello red en el sobre.,Stick the stamp rojo on the envelope.,Stick the rojo stamp on the envelope.
AdjOrder,70,Coloca el new buzón junto a la puerta.,Coloca el buzón new junto a la puerta.,Put the mailbox nuevo by the door.,Put the nuevo mailbox by the door.
AdjOrder,71,Desenrolla el old pergamino con cuidado.,Desenrolla el pergamino old con cuidado.,Unroll the scroll viejo carefully.,Unroll the viejo scroll carefully.
AdjOrder,72,Mueve el large almacén al área segura.,Mueve el almacén large al área segura.,Move the warehouse grande to the safe area.,Move the grande warehouse to the safe area.
AdjOrder,73,Precalienta el hot horno antes de hornear.,Precalienta el horno hot antes de hornear.,Preheat the oven caliente before baking.,Preheat the caliente oven before baking.
AdjOrder,74,Apaga el old cocedor cuando termines.,Apaga el cocedor old cuando termines.,Turn off the stove viejo when you finish.,Turn off the viejo stove when you finish.
AdjOrder,75,Saca el hot pán de la cocina.,Saca el pán hot de la cocina.,Take the pan caliente out of the kitchen.,Take the caliente pan out of the kitchen.
AdjOrder,76,Coloca el big cucharón en el soporte.,Coloca el cucharón big en el soporte.,Place the ladle grande on the rack.,Place the grande ladle on the rack.
AdjOrder,77,Apila el wooden cajón2 en la furgoneta.,Apila el cajón2 wooden en la furgoneta.,Stack the crate de madera in the van.,Stack the de madera crate in the van.
AdjOrder,78,Rueda el heavy tonel al cobertizo.,Rueda el tonel heavy al cobertizo.,Roll the barrel pesado to the shed.,Roll the pesado barrel to the shed.
AdjOrder,79,Ata el long cuerda al poste.,Ata el cuerda long al poste.,Tie the rope largo to the post.,Tie the largo rope to the post.
AdjOrder,80,Asegura el heavy ancla antes de zarpar.,Asegura el ancla heavy antes de zarpar.,Secure the anchor pesado before sailing.,Secure the pesado anchor before sailing.
AdjOrder,81,Sella el metal contenedor para el envío.,Sella el contenedor metal para el envío.,Seal the container metálico for shipping.,Seal the metálico container for shipping.
AdjOrder,82,Llena el small balde con agua.,Llena el balde small con agua.,Fill the bucket pequeño with water.,Fill the pequeño bucket with water.
AdjOrder,83,Guarda el sharp herramienta en la caja.,Guarda el herramienta sharp en la caja.,Put the tool afilado in the box.,Put the afilado tool in the box.
AdjOrder,84,Pasa el heavy llave_inglesa al mecánico.,Pasa el llave_inglesa heavy al mecánico.,Hand the wrench pesado to the mechanic.,Hand the pesado wrench to the mechanic.
AdjOrder,85,Usa el flat destornillador para abrir la tapa.,Usa el destornillador flat para abrir la tapa.,Use the screwdriver plano to open the lid.,Use the plano screwdriver to open the lid.
AdjOrder,86,Aprieta el loose perno con la llave.,Aprieta el perno loose con la llave.,Tighten the bolt suelto with the wrench.,Tighten the suelto bolt with the wrench.
AdjOrder,87,Saca el rusty clavo con cuidado.,Saca el clavo rusty con cuidado.,Pull the nail oxidado out carefully.,Pull the oxidado nail out carefully.
AdjOrder,88,Engrasa el old bisagra para que no chirríe.,Engrasa el bisagra old para que no chirríe.,Oil the hinge viejo so it won't squeak.,Oil the viejo hinge so it won't squeak.
AdjOrder,89,Aplica el fresh pintura en la pared.,Aplica la pintura fresh en la pared.,Apply the paint fresca to the wall.,Apply the fresca paint to the wall.
AdjOrder,90,Usa el new imprimación antes de pintar.,Usa la imprimación new antes de pintar.,Use the primer nuevo before painting.,Use the nuevo primer before painting.
AdjOrder,91,Sumerge la wide brocha en la pintura.,Sumerge la brocha wide en la pintura.,Dip the brush ancha into the paint.,Dip the ancha brush into the paint.
AdjOrder,92,Pasa el long rodillo por la superficie.,Pasa el rodillo long por la superficie.,Roll the roller largo over the surface.,Roll the largo roller over the surface.
AdjOrder,93,Coloca el clean mascarilla2 antes de entrar.,Coloca la mascarilla2 clean antes de entrar.,Put the mask limpia on before entering.,Put the limpia mask on before entering.
AdjOrder,94,Encuentra el warm guante2 en la caja.,Encuentra el guante2 warm en la caja.,Find the glove cálido in the box.,Find the cálido glove in the box.
AdjOrder,95,Limpia el muddy bota antes de guardarla.,Limpia la bota muddy antes de guardarla.,Clean the boot embarrado before storing it.,Clean the embarrado boot before storing it.
AdjOrder,96,Apoya el tall escalera_portátil contra la pared.,Apoya la escalera_portátil tall contra la pared.,Lean the ladder alta against the wall.,Lean the alta ladder against the wall.
AdjOrder,97,Mueve el heavy contenedor2 al camión.,Mueve el contenedor2 heavy al camión.,Move the container pesado to the truck.,Move the pesado container to the truck.
AdjOrder,98,Abre el old baúl con cuidado.,Abre el baúl old con cuidado.,Open the trunk viejo carefully.,Open the viejo trunk carefully.
AdjOrder,99,Cuelga el new letrero2 en la entrada.,Cuelga el letrero2 new en la entrada.,Hang the sign nuevo at the entrance.,Hang the nuevo sign at the entrance.
AdjOrder,100,Izar el small banderín durante la ceremonia.,Izar el banderín small durante la ceremonia.,Raise the flag pequeño during the ceremony.,Raise the pequeño flag during the ceremony.
AdjOrder,101,Coloca el red caja en la mesa.,Coloca la caja red en la mesa.,Put the box roja on the table.,Put the roja box on the table.
AdjOrder,102,Apaga el blue lámpara antes de dormir.,Apaga la lámpara blue antes de dormir.,Turn off the lamp azul before sleeping.,Turn off the azul lamp before sleeping.
AdjOrder,103,Mueve el small sillón junto a la ventana.,Mueve el sillón small junto a la ventana.,Move the chair pequeño next to the window.,Move the pequeño chair next to the window.
AdjOrder,104,Limpia el clean mesa antes de la cena.,Limpia la mesa clean antes de la cena.,Wipe the table limpio before dinner.,Wipe the limpio table before dinner.
AdjOrder,105,Cierra el heavy puerta al salir.,Cierra la puerta heavy al salir.,Close the door pesado when you leave.,Close the pesado door when you leave.
AdjOrder,106,Abre el wide ventana para ventilar la habitación.,Abre la ventana wide para ventilar la habitación.,Open the window ancho to air the room.,Open the ancho window to air the room.
AdjOrder,107,Pinta el bright pared esta tarde.,Pinta la pared bright esta tarde.,Paint the wall brillante this afternoon.,Paint the brillante wall this afternoon.
AdjOrder,108,Revisa el high techo por si hay grietas.,Revisa el techo high por si hay grietas.,Check the ceiling alto for cracks.,Check the alto ceiling for cracks.
AdjOrder,109,Coloca el low taburete junto al mostrador.,Coloca el taburete low junto al mostrador.,Put the stool bajo by the counter.,Put the bajo stool by the counter.
AdjOrder,110,Limpia el round espejo con un paño.,Limpia el espejo round con un paño.,Clean the mirror redondo with a cloth.,Clean the redondo mirror with a cloth.
AdjOrder,111,Ajusta el slow reloj para la hora exacta.,Ajusta el reloj slow para la hora exacta.,Set the clock lento to the exact time.,Set the lento clock to the exact time.
AdjOrder,112,Enciende el old radio por la mañana.,Enciende el radio old por la mañana.,Turn on the radio viejo in the morning.,Turn on the viejo radio in the morning.
AdjOrder,113,Cuelga el wet toalla en el gancho.,Cuelga la toalla wet en el gancho.,Hang the towel mojada on the hook.,Hang the mojada towel on the hook.
AdjOrder,114,Coloca el fresh jabón junto al lavabo.,Coloca el jabón fresh junto al lavabo.,Put the soap fresco by the sink.,Put the fresco soap by the sink.
AdjOrder,115,Deja el small peine en la mesa del baño.,Deja el peine small en la mesa del baño.,Leave the comb pequeño on the bathroom table.,Leave the pequeño comb on the bathroom table.
AdjOrder,116,Guarda el soft cepillo en el cajón.,Guarda el cepillo soft en el cajón.,Store the brush suave in the drawer.,Store the suave brush in the drawer.
AdjOrder,117,Coloca el tall espejo2 en el pasillo.,Coloca el espejo2 tall en el pasillo.,Place the mirror alto in the hallway.,Place the alto mirror in the hallway.
AdjOrder,118,Extiende el clean alfombra en la sala.,Extiende la alfombra clean en la sala.,Spread the mat limpia in the living room.,Spread the limpia mat in the living room.
AdjOrder,119,Mueve el small alfombra2 al centro.,Mueve la alfombra2 small al centro.,Move the rug pequeño to the center.,Move the pequeño rug to the center.
AdjOrder,120,Pon el hot taza en la mesa de la cocina.,Pon la taza hot en la mesa de la cocina.,Place the cup caliente on the kitchen table.,Place the caliente cup on the kitchen table.
AdjOrder,121,Lava el dirty taza2 antes de usarla.,Lava la taza2 dirty antes de usarla.,Wash the mug sucio before using it.,Wash the sucio mug before using it.
AdjOrder,122,Guarda el full botella en la nevera.,Guarda la botella full en la nevera.,Keep the bottle llena in the fridge.,Keep the llena bottle in the fridge.
AdjOrder,123,Cierra el tight tarro después de usarlo.,Cierra el tarro tight después de usarlo.,Close the jar apretado after using it.,Close the apretado jar after using it.
AdjOrder,124,Coloca el small cuchara junto al plato.,Coloca la cuchara small junto al plato.,Put the spoon pequeño beside the plate.,Put the pequeño spoon beside the plate.
AdjOrder,125,Llena el empty vaso con agua.,Llena el vaso empty con agua.,Fill the glass vacío with water.,Fill the vacío glass with water.
AdjOrder,126,Pon el clean cuenco en la mesa.,Pon el cuenco clean en la mesa.,Place the bowl limpio on the table.,Place the limpio bowl on the table.
AdjOrder,127,Apaga el hot olla antes de moverla.,Apaga la olla hot antes de moverla.,Turn off the pot caliente before moving it.,Turn off the caliente pot before moving it.
AdjOrder,128,Saca el heavy sartén de la estufa.,Saca la sartén heavy de la estufa.,Take the pan pesado off the stove.,Take the pesado pan off the stove.
AdjOrder,129,Afila el sharp cuchillo2 en la cocina.,Afila el cuchillo2 sharp en la cocina.,Sharpen the knife afilado in the kitchen.,Sharpen the afilado knife in the kitchen.
AdjOrder,130,Pon el clean tenedor2 junto al plato.,Pon el tenedor2 clean junto al plato.,Place the fork limpio beside the plate.,Place the limpio fork beside the plate.
AdjOrder,131,Guarda el round plato2 en el armario.,Guarda el plato2 round en el armario.,Store the plate redondo in the cupboard.,Store the redondo plate in the cupboard.
AdjOrder,132,Dobla el white servilleta antes de la cena.,Dobla la servilleta white antes de la cena.,Fold the napkin blanca before dinner.,Fold the blanca napkin before dinner.
AdjOrder,133,Repara el broken silla2 esta tarde.,Repara la silla2 broken esta tarde.,Fix the chair roto this afternoon.,Fix the roto chair this afternoon.
AdjOrder,134,Coloca el long banco2 en el jardín.,Coloca el banco2 long en el jardín.,Place the bench largo in the garden.,Place the largo bench in the garden.
AdjOrder,135,Cierra el rusty portón al anochecer.,Cierra el portón rusty al anochecer.,Lock the gate oxidado at dusk.,Lock the oxidado gate at dusk.
AdjOrder,136,Pinta el white valla esta primavera.,Pinta la valla white esta primavera.,Paint the fence blanca this spring.,Paint the blanca fence this spring.
AdjOrder,137,Limpia el narrow camino2 antes de la visita.,Limpia el camino2 narrow antes de la visita.,Clear the path estrecho before the visit.,Clear the estrecho path before the visit.
AdjOrder,138,Marca el long senda para los excursionistas.,Marca la senda long para los excursionistas.,Mark the trail largo for hikers.,Mark the largo trail for hikers.
AdjOrder,139,Abre el heavy portón2 para el camión.,Abre el portón2 heavy para el camión.,Open the gate pesado for the truck.,Open the pesado gate for the truck.
AdjOrder,140,Riega el dry jardín2 al amanecer.,Riega el jardín2 dry al amanecer.,Water the yard seco at dawn.,Water the seco yard at dawn.
AdjOrder,141,Limpia el big garaje este fin de semana.,Limpia el garaje big este fin de semana.,Clean the garage grande this weekend.,Clean the grande garage this weekend.
AdjOrder,142,Ordena el small cobertizo antes del invierno.,Ordena el cobertizo small antes del invierno.,Tidy the shed pequeño before winter.,Tidy the pequeño shed before winter.
AdjOrder,143,Cierra el heavy caja_de_herramientas con cuidado.,Cierra la caja_de_herramientas heavy con cuidado.,Close the toolbox pesado carefully.,Close the pesado toolbox carefully.
AdjOrder,144,Apoya el tall escalera contra la pared.,Apoya la escalera tall contra la pared.,Lean the ladder alta against the wall.,Lean the alta ladder against the wall.
AdjOrder,145,Enrolla el long cuerda2 después de usarla.,Enrolla la cuerda2 long después de usarla.,Coil the rope largo after use.,Coil the largo rope after use.
AdjOrder,146,Fija el small gancho en la pared.,Fija el gancho small en la pared.,Attach the hook pequeño to the wall.,Attach the pequeño hook to the wall.
AdjOrder,147,Saca el rusty clavo2 con cuidado.,Saca el clavo2 rusty con cuidado.,Pull the nail oxidado out carefully.,Pull the oxidado nail out carefully.
AdjOrder,148,Aprieta el loose tornillo con la llave.,Aprieta el tornillo loose con la llave.,Tighten the screw suelto with the wrench.,Tighten the suelto screw with the wrench.
AdjOrder,149,Sustituye el old perno2 por uno nuevo.,Sustituye el perno2 old por uno nuevo.,Replace the bolt viejo with a new one.,Replace the viejo bolt with a new one.
AdjOrder,150,Engrasa el stiff bisagra2 para que no chirríe.,Engrasa la bisagra2 stiff para que no chirríe.,Oil the hinge rígida so it won't squeak.,Oil the rígida hinge so it won't squeak.
AdjOrder,151,Coloca el red saco en la silla junto a la puerta.,Coloca el saco red en la silla junto a la puerta.,Put the jacket rojo on the chair by the door.,Put the rojo jacket on the chair by the door.
AdjOrder,152,Pon el blue vaso sobre la mesa de la cocina.,Pon el vaso blue sobre la mesa de la cocina.,Place the glass azul on the kitchen table.,Place the azul glass on the kitchen table.
AdjOrder,153,Cuelga el black cinturón en el gancho del armario.,Cuelga el cinturón black en el gancho del armario.,Hang the belt negro on the closet hook.,Hang the negro belt on the closet hook.
AdjOrder,154,Deja el warm guante en la cesta junto a la puerta.,Deja el guante warm en la cesta junto a la puerta.,Leave the glove cálido in the basket by the door.,Leave the cálido glove in the basket by the door.
AdjOrder,155,Coloca el white tazón en la repisa de la cocina.,Coloca el tazón white en la repisa de la cocina.,Put the bowl blanco on the kitchen shelf.,Put the blanco bowl on the kitchen shelf.
AdjOrder,156,Guarda el metal bote en la despensa junto a las latas.,Guarda el bote metal en la despensa junto a las latas.,Store the canister metálico in the pantry with the cans.,Store the metálico canister in the pantry with the cans.
AdjOrder,157,Pon el warm gorro en la percha del recibidor.,Pon el gorro warm en la percha del recibidor.,Place the cap cálido on the hall hook.,Place the cálido cap on the hall hook.
AdjOrder,158,Mueve el heavy cajón al rincón del almacén.,Mueve el cajón heavy al rincón del almacén.,Move the crate pesado to the corner of the storeroom.,Move the pesado crate to the corner of the storeroom.
AdjOrder,159,Coloca el bright farol en la mesa del porche.,Coloca el farol bright en la mesa del porche.,Set the lantern brillante on the porch table.,Set the brillante lantern on the porch table.
AdjOrder,160,Desenrolla el old pergamino sobre la mesa de trabajo.,Desenrolla el pergamino old sobre la mesa de trabajo.,Unroll the scroll viejo on the work table.,Unroll the viejo scroll on the work table.
