label,phenomenon,sentence_number,codeswitch_direction,grammaticality,sentence,surprisal
CompoundNPs_59_eng_spa_grammatical,CompoundNPs,59,eng_spa,grammatical,She borrowed the book de arquitectura to study the modernist movement.,50.90399933
CompoundNPs_60_eng_spa_grammatical,CompoundNPs,60,eng_spa,grammatical,They discussed the book de filosofía durante la sesión de seminario semanal.,34.5604248
CompoundNPs_61_eng_spa_grammatical,CompoundNPs,61,eng_spa,grammatical,She referenced the book de derecho para redactar el contrato final.,41.8645401
CompoundNPs_62_eng_spa_grammatical,CompoundNPs,62,eng_spa,grammatical,He reviewed the book de medicina antes de la guardia en el hospital.,42.39754486
CompoundNPs_63_eng_spa_grammatical,CompoundNPs,63,eng_spa,grammatical,They ordered the book de economía para la biblioteca del departamento.,38.56756592
CompoundNPs_64_eng_spa_grammatical,CompoundNPs,64,eng_spa,grammatical,She checked the book de ingeniería para confirmar las especificaciones técnicas.,28.08834457
CompoundNPs_65_eng_spa_grammatical,CompoundNPs,65,eng_spa,grammatical,He referenced the book de informática para resolver el error del sistema.,42.73281479
CompoundNPs_66_eng_spa_grammatical,CompoundNPs,66,eng_spa,grammatical,They donated the book de jardinería a la biblioteca comunitaria local.,31.09722137
CompoundNPs_67_eng_spa_grammatical,CompoundNPs,67,eng_spa,grammatical,She cited the volumen de historia en su conferencia sobre la ciudad.,40.2652359
CompoundNPs_68_eng_spa_grammatical,CompoundNPs,68,eng_spa,grammatical,They referenced the volumen de ciencias para diseñar el nuevo experimento.,44.15628433
CompoundNPs_69_eng_spa_grammatical,CompoundNPs,69,eng_spa,grammatical,He checked the volumen de referencia para verificar la definición precisa.,51.033638
CompoundNPs_70_eng_spa_grammatical,CompoundNPs,70,eng_spa,grammatical,She consulted the atlas de carreteras para confirmar las distancias entre ciudades.,41.7963028
CompoundNPs_71_eng_spa_grammatical,CompoundNPs,71,eng_spa,grammatical,They used the atlas de campo para identificar las formaciones geológicas locales.,27.40984344
CompoundNPs_72_eng_spa_grammatical,CompoundNPs,72,eng_spa,grammatical,She carried the libro de guía de viaje en la mochila durante el tour.,29.08784103
CompoundNPs_73_eng_spa_grammatical,CompoundNPs,73,eng_spa,grammatical,They referenced the manual de idiomas para practicar la pronunciación correcta.,29.69482803
CompoundNPs_74_eng_spa_grammatical,CompoundNPs,74,eng_spa,grammatical,He opened the manual de gramática para explicar la regla a los alumnos.,42.08913422
CompoundNPs_75_eng_spa_grammatical,CompoundNPs,75,eng_spa,grammatical,They followed the manual de estilo al preparar el boletín institucional.,43.27210999
CompoundNPs_76_eng_spa_grammatical,CompoundNPs,76,eng_spa,grammatical,She consulted the guía de políticas para redactar la nueva normativa interna.,53.60326004
CompoundNPs_77_eng_spa_grammatical,CompoundNPs,77,eng_spa,grammatical,He completed the cuaderno de formación durante las sesiones de capacitación.,39.16214752
CompoundNPs_78_eng_spa_grammatical,CompoundNPs,78,eng_spa,grammatical,She reviewed the cuaderno de ejercicios para preparar la próxima lección.,18.75054169
CompoundNPs_79_eng_spa_grammatical,CompoundNPs,79,eng_spa,grammatical,They stored the manual de laboratorio en la estantería del laboratorio central.,36.27951431
CompoundNPs_80_eng_spa_grammatical,CompoundNPs,80,eng_spa,grammatical,He referenced the manual de servicio para ordenar las piezas necesarias.,37.13957977
CompoundNPs_81_eng_spa_grammatical,CompoundNPs,81,eng_spa,grammatical,They followed the manual de reparaciones paso a paso durante la intervención.,23.29918289
CompoundNPs_82_eng_spa_grammatical,CompoundNPs,82,eng_spa,grammatical,She updated the registro_de_mantenimiento con la fecha y la firma.,46.23347092
CompoundNPs_83_eng_spa_grammatical,CompoundNPs,83,eng_spa,grammatical,They filed the registro_de_inspección en la carpeta del departamento.,24.73145676
CompoundNPs_84_eng_spa_grammatical,CompoundNPs,84,eng_spa,grammatical,She referenced the manual_de_proyecto para verificar los plazos establecidos.,25.31177902
CompoundNPs_85_eng_spa_grammatical,CompoundNPs,85,eng_spa,grammatical,They followed the manual_de_diseño para asegurar la coherencia visual.,24.80986023
CompoundNPs_86_eng_spa_grammatical,CompoundNPs,86,eng_spa,grammatical,He kept the manual_de_instalación a mano durante todo el montaje.,28.29578018
CompoundNPs_87_eng_spa_grammatical,CompoundNPs,87,eng_spa,grammatical,They stored the manual_de_operación junto al panel de control para referencia.,33.52838898
CompoundNPs_88_eng_spa_grammatical,CompoundNPs,88,eng_spa,grammatical,She filed the registro_de_servicio en la carpeta del cliente.,29.97476959
CompoundNPs_89_eng_spa_grammatical,CompoundNPs,89,eng_spa,grammatical,They archived the manual_de_mantenimiento en la base de datos interna.,34.49793243
CompoundNPs_90_eng_spa_grammatical,CompoundNPs,90,eng_spa,grammatical,He printed the guía_de_reparación para tenerla en el taller.,36.2925415
CompoundNPs_91_eng_spa_grammatical,CompoundNPs,91,eng_spa,grammatical,She referenced the manual_de_servicio para completar el informe de trabajo.,28.47332764
CompoundNPs_92_eng_spa_grammatical,CompoundNPs,92,eng_spa,grammatical,They archived the registro_de_proyecto con las actas de la reunión.,29.56299591
CompoundNPs_93_eng_spa_grammatical,CompoundNPs,93,eng_spa,grammatical,She updated the manual_de_diseño con las nuevas directrices de marca.,30.84674072
CompoundNPs_94_eng_spa_grammatical,CompoundNPs,94,eng_spa,grammatical,They kept the guía_de_instalación junto al equipo durante la instalación.,27.65885162
CompoundNPs_95_eng_spa_grammatical,CompoundNPs,95,eng_spa,grammatical,He reviewed the registro_de_operación para preparar el informe técnico.,36.95932388
CompoundNPs_96_eng_spa_grammatical,CompoundNPs,96,eng_spa,grammatical,They referenced the manual_de_formación para evaluar el progreso de los alumnos.,21.72562408
CompoundNPs_97_eng_spa_grammatical,CompoundNPs,97,eng_spa,grammatical,She consulted the manual_de_referencia para verificar la normativa vigente.,36.61495209
CompoundNPs_98_eng_spa_grammatical,CompoundNPs,98,eng_spa,grammatical,They updated the manual_de_campo con las observaciones recogidas en la visita.,49.45441818
CompoundNPs_99_eng_spa_grammatical,CompoundNPs,99,eng_spa,grammatical,He filed the libro_de_registro en el archivo al terminar la jornada.,39.67684937
CompoundNPs_100_eng_spa_grammatical,CompoundNPs,100,eng_spa,grammatical,They digitized the volumen_de_archivo antes de trasladarlo al depósito.,50.66562653
CompoundNPs_101_eng_spa_grammatical,CompoundNPs,101,eng_spa,grammatical,She returned the book de historias to the shelf before closing time.,48.56721878
CompoundNPs_102_eng_spa_grammatical,CompoundNPs,102,eng_spa,grammatical,Please leave the book de instrucciones on the desk for staff reference.,68.57525635
CompoundNPs_103_eng_spa_grammatical,CompoundNPs,103,eng_spa,grammatical,He kept the book de guía in his bag throughout the tour.,57.21311951
CompoundNPs_104_eng_spa_grammatical,CompoundNPs,104,eng_spa,grammatical,The captain recorded the time in the book de registro after departure.,33.06991196
CompoundNPs_105_eng_spa_grammatical,CompoundNPs,105,eng_spa,grammatical,She handed out the book de ejercicios at the start of the lesson.,36.20214081
CompoundNPs_106_eng_spa_grammatical,CompoundNPs,106,eng_spa,grammatical,He checked the book de cocina to find the recipe for tonight.,39.32624435
CompoundNPs_107_eng_spa_grammatical,CompoundNPs,107,eng_spa,grammatical,Leave the book de notas on my desk when you finish the report.,57.18901825
CompoundNPs_108_eng_spa_grammatical,CompoundNPs,108,eng_spa,grammatical,They signed the book de anuario at the end of the graduation party.,34.43796921
CompoundNPs_109_eng_spa_grammatical,CompoundNPs,109,eng_spa,grammatical,They displayed the book de fotos at the gallery opening on Saturday.,36.72196198
CompoundNPs_110_eng_spa_grammatical,CompoundNPs,110,eng_spa,grammatical,They spread the book de mapas on the table to plan the route.,68.94844055
CompoundNPs_111_eng_spa_grammatical,CompoundNPs,111,eng_spa,grammatical,He updated the book de puntuaciones after the final whistle blew.,67.90601349
CompoundNPs_112_eng_spa_grammatical,CompoundNPs,112,eng_spa,grammatical,They used the book de códigos to decode the experiment's signals.,47.95239258
CompoundNPs_113_eng_spa_grammatical,CompoundNPs,113,eng_spa,grammatical,They archived the book de datos for later analysis by the team.,52.06560516
CompoundNPs_114_eng_spa_grammatical,CompoundNPs,114,eng_spa,grammatical,They checked the book de planes before submitting the proposal to management.,49.6912117
CompoundNPs_115_eng_spa_grammatical,CompoundNPs,115,eng_spa,grammatical,He recorded the completed tasks in the book de tareas at day's end.,54.25479126
CompoundNPs_116_eng_spa_grammatical,CompoundNPs,116,eng_spa,grammatical,They uploaded the book de informes before the weekly project meeting.,58.5995636
CompoundNPs_117_eng_spa_grammatical,CompoundNPs,117,eng_spa,grammatical,He recorded species observations in the book de campo during the hike.,53.13030624
CompoundNPs_118_eng_spa_grammatical,CompoundNPs,118,eng_spa,grammatical,They kept the book de manuales next to the machine for quick reference.,61.69379044
CompoundNPs_119_eng_spa_grammatical,CompoundNPs,119,eng_spa,grammatical,She carried the book de guía in her pocket throughout the mountain hike.,55.76418686
CompoundNPs_120_eng_spa_grammatical,CompoundNPs,120,eng_spa,grammatical,She made an entry in the book de diario before going to sleep.,58.64524078
CompoundNPs_121_eng_spa_grammatical,CompoundNPs,121,eng_spa,grammatical,He entered the incident in the book de registro and notified his manager.,54.27745056
CompoundNPs_122_eng_spa_grammatical,CompoundNPs,122,eng_spa,grammatical,They finalized the book de informes and sent it to the board.,41.72163391
CompoundNPs_123_eng_spa_grammatical,CompoundNPs,123,eng_spa,grammatical,They checked the book de planes before approving the next project phase.,55.62734985
CompoundNPs_124_eng_spa_grammatical,CompoundNPs,124,eng_spa,grammatical,He added the task to the book de tareas and assigned it to a colleague.,53.00122833
CompoundNPs_125_eng_spa_grammatical,CompoundNPs,125,eng_spa,grammatical,They filed the book de datos in the project folder for future reference.,48.61248398
CompoundNPs_126_eng_spa_grammatical,CompoundNPs,126,eng_spa,grammatical,She referenced the book de códigos to ensure the script used correct keys.,63.90401077
CompoundNPs_127_eng_spa_grammatical,CompoundNPs,127,eng_spa,grammatical,He kept the book de notas by the phone in case of important calls.,69.62193298
CompoundNPs_128_eng_spa_grammatical,CompoundNPs,128,eng_spa,grammatical,They stored the book de registro in the archive after review.,60.50875854
CompoundNPs_129_eng_spa_grammatical,CompoundNPs,129,eng_spa,grammatical,She checked the book de datos before signing the final contract.,50.9586792
CompoundNPs_130_eng_spa_grammatical,CompoundNPs,130,eng_spa,grammatical,He referenced the book de códigos to copy the required snippet.,55.22757339
CompoundNPs_131_eng_spa_grammatical,CompoundNPs,131,eng_spa,grammatical,They added the task to the book de tareas and assigned it to support.,63.5147934
CompoundNPs_132_eng_spa_grammatical,CompoundNPs,132,eng_spa,grammatical,She noted the idea in the book de planes before the client meeting.,66.01976013
CompoundNPs_133_eng_spa_grammatical,CompoundNPs,133,eng_spa,grammatical,He used the book de notas to record key points from the meeting.,54.296772
CompoundNPs_134_eng_spa_grammatical,CompoundNPs,134,eng_spa,grammatical,They entered the observation in the book de registro before closing the lab.,58.53914261
CompoundNPs_135_eng_spa_grammatical,CompoundNPs,135,eng_spa,grammatical,They checked the book de planes before approving the next project phase.,55.62734985
CompoundNPs_136_eng_spa_grammatical,CompoundNPs,136,eng_spa,grammatical,They recorded the points in the book de puntuaciones after the match.,34.2882309
CompoundNPs_137_eng_spa_grammatical,CompoundNPs,137,eng_spa,grammatical,They uploaded the book de datos to the server for team analysis tomorrow.,63.13742447
CompoundNPs_138_eng_spa_grammatical,CompoundNPs,138,eng_spa,grammatical,He pushed the book de códigos to the repository for review.,51.53530121
CompoundNPs_139_eng_spa_grammatical,CompoundNPs,139,eng_spa,grammatical,They attached the book de tareas to the email for the team to review.,67.94645691
CompoundNPs_140_eng_spa_grammatical,CompoundNPs,140,eng_spa,grammatical,She placed the book de planes in the shared project folder for access.,67.30623627
CompoundNPs_141_eng_spa_grammatical,CompoundNPs,141,eng_spa,grammatical,He used the book de notas to capture the client's main requests.,67.87602997
CompoundNPs_142_eng_spa_grammatical,CompoundNPs,142,eng_spa,grammatical,They stored the book de registro in the archive after the audit.,49.52870178
CompoundNPs_143_eng_spa_grammatical,CompoundNPs,143,eng_spa,grammatical,They filed the datos impresos in the book de datos for future reference.,49.67861938
CompoundNPs_144_eng_spa_grammatical,CompoundNPs,144,eng_spa,grammatical,He logged the bug in the book de códigos to investigate tomorrow morning.,57.25219345
CompoundNPs_145_eng_spa_grammatical,CompoundNPs,145,eng_spa,grammatical,He left a reminder in the book de tareas to meet the upcoming deadline.,57.55761337
CompoundNPs_146_eng_spa_grammatical,CompoundNPs,146,eng_spa,grammatical,They entered the new deadlines in the book de planes after approval.,66.04530334
CompoundNPs_147_eng_spa_grammatical,CompoundNPs,147,eng_spa,grammatical,They attached the datos al book de proyecto antes de enviar el correo.,58.90426636
CompoundNPs_148_eng_spa_grammatical,CompoundNPs,148,eng_spa,grammatical,He referenced the book de códigos to copy the required snippet for testing.,60.52815247
CompoundNPs_149_eng_spa_grammatical,CompoundNPs,149,eng_spa,grammatical,They saved the progress in the book de tareas before logging out.,59.2495575
CompoundNPs_150_eng_spa_grammatical,CompoundNPs,150,eng_spa,grammatical,They filed the book de informes in the archive after month-end closing.,54.45047379
CompoundNPs_151_eng_spa_grammatical,CompoundNPs,151,eng_spa,grammatical,The novel de ficción is on the table next to the lamp.,46.38384247
CompoundNPs_152_eng_spa_grammatical,CompoundNPs,152,eng_spa,grammatical,The poem de ficción was short but very moving.,61.75259781
CompoundNPs_153_eng_spa_grammatical,CompoundNPs,153,eng_spa,grammatical,The story de ficción was popular with the children.,47.22862625
CompoundNPs_154_eng_spa_grammatical,CompoundNPs,154,eng_spa,grammatical,The manual de ficción is stored in the office drawer.,50.47546387
CompoundNPs_155_eng_spa_grammatical,CompoundNPs,155,eng_spa,grammatical,The diary de ficción stayed locked in the desk.,46.28097534
CompoundNPs_156_eng_spa_grammatical,CompoundNPs,156,eng_spa,grammatical,The map de ficción shows places that do not exist.,50.13768387
CompoundNPs_157_eng_spa_grammatical,CompoundNPs,157,eng_spa,grammatical,The album de ficción contains staged photographs for the show.,54.2605629
CompoundNPs_158_eng_spa_grammatical,CompoundNPs,158,eng_spa,grammatical,The paper de ficción was discussed at the seminar.,39.81179047
CompoundNPs_159_eng_spa_grammatical,CompoundNPs,159,eng_spa,grammatical,The report de ficción was circulated among the staff.,58.12453842
CompoundNPs_160_eng_spa_grammatical,CompoundNPs,160,eng_spa,grammatical,The text de ficción needs a final proofread.,59.0805397
CompoundNPs_161_eng_spa_grammatical,CompoundNPs,161,eng_spa,grammatical,The article de ficción attracted many online comments.,54.99983597
CompoundNPs_162_eng_spa_grammatical,CompoundNPs,162,eng_spa,grammatical,The essay de ficción explores an imagined future society.,57.36258316
CompoundNPs_163_eng_spa_grammatical,CompoundNPs,163,eng_spa,grammatical,The catalog de ficción lists imaginary items for sale.,67.31655884
CompoundNPs_164_eng_spa_grammatical,CompoundNPs,164,eng_spa,grammatical,The brochure de ficción described a fictional festival.,71.58452606
CompoundNPs_165_eng_spa_grammatical,CompoundNPs,165,eng_spa,grammatical,The volume de ficción was bound in red cloth.,53.55978394
CompoundNPs_166_eng_spa_grammatical,CompoundNPs,166,eng_spa,grammatical,The tome de ficción contained a long saga.,54.32121277
CompoundNPs_167_eng_spa_grammatical,CompoundNPs,167,eng_spa,grammatical,"The leaflet de ficción had colorful,  made-up maps.",68.8793869
CompoundNPs_168_eng_spa_grammatical,CompoundNPs,168,eng_spa,grammatical,The bulletin de ficción announced a pretend conference.,65.74694824
CompoundNPs_169_eng_spa_grammatical,CompoundNPs,169,eng_spa,grammatical,The journal de ficción included invented case studies.,63.43972778
CompoundNPs_170_eng_spa_grammatical,CompoundNPs,170,eng_spa,grammatical,The log de ficción listed imaginary entries.,87.42478943
CompoundNPs_171_eng_spa_grammatical,CompoundNPs,171,eng_spa,grammatical,The record de ficción was kept separate from real files.,60.79328537
CompoundNPs_172_eng_spa_grammatical,CompoundNPs,172,eng_spa,grammatical,The file de ficción was labeled with a fake code.,62.21588516
CompoundNPs_173_eng_spa_grammatical,CompoundNPs,173,eng_spa,grammatical,The script de ficción will be performed next month.,37.75004196
CompoundNPs_174_eng_spa_grammatical,CompoundNPs,174,eng_spa,grammatical,The draft de ficción needs more character development.,56.25178909
CompoundNPs_175_eng_spa_grammatical,CompoundNPs,175,eng_spa,grammatical,The memo de ficción was part of the exercise.,34.32936478
CompoundNPs_176_eng_spa_grammatical,CompoundNPs,176,eng_spa,grammatical,The note de ficción was tucked into the book.,50.34873581
CompoundNPs_177_eng_spa_grammatical,CompoundNPs,177,eng_spa,grammatical,The textbook de ficción was used for the mock lesson.,43.91207886
CompoundNPs_178_eng_spa_grammatical,CompoundNPs,178,eng_spa,grammatical,The manual2 de ficción contains pretend procedures.,80.8874054
CompoundNPs_179_eng_spa_grammatical,CompoundNPs,179,eng_spa,grammatical,The guide2 de ficción shows imaginary steps.,84.39656067
CompoundNPs_180_eng_spa_grammatical,CompoundNPs,180,eng_spa,grammatical,The booklet de ficción included made-up schedules.,71.08783722
CompoundNPs_181_eng_spa_grammatical,CompoundNPs,181,eng_spa,grammatical,The bullet de ficción listed fictional events.,81.9664917
CompoundNPs_182_eng_spa_grammatical,CompoundNPs,182,eng_spa,grammatical,The manual3 de ficción was printed in blue ink.,74.43772888
CompoundNPs_183_eng_spa_grammatical,CompoundNPs,183,eng_spa,grammatical,The report2 de ficción summarized a fake case.,73.84898376
CompoundNPs_184_eng_spa_grammatical,CompoundNPs,184,eng_spa,grammatical,The article2 de ficción drew many curious readers.,79.41440582
CompoundNPs_185_eng_spa_grammatical,CompoundNPs,185,eng_spa,grammatical,The essay2 de ficción explored an invented theory.,71.06562805
CompoundNPs_186_eng_spa_grammatical,CompoundNPs,186,eng_spa,grammatical,The volume2 de ficción was part of the display.,51.85118484
CompoundNPs_187_eng_spa_grammatical,CompoundNPs,187,eng_spa,grammatical,The tome2 de ficción contained a fantasy saga.,59.1669426
CompoundNPs_188_eng_spa_grammatical,CompoundNPs,188,eng_spa,grammatical,The leaflet2 de ficción advertised a pretend tour.,80.30734253
CompoundNPs_189_eng_spa_grammatical,CompoundNPs,189,eng_spa,grammatical,The bulletin2 de ficción was removed after the test.,56.86486053
CompoundNPs_190_eng_spa_grammatical,CompoundNPs,190,eng_spa,grammatical,The journal2 de ficción included fictional case notes.,94.03509521
CompoundNPs_191_eng_spa_grammatical,CompoundNPs,191,eng_spa,grammatical,The log2 de ficción was used for practice.,65.00569916
CompoundNPs_192_eng_spa_grammatical,CompoundNPs,192,eng_spa,grammatical,The record2 de ficción was labeled clearly.,73.74975586
CompoundNPs_193_eng_spa_grammatical,CompoundNPs,193,eng_spa,grammatical,The file2 de ficción contained mock data.,73.90634155
CompoundNPs_194_eng_spa_grammatical,CompoundNPs,194,eng_spa,grammatical,The script2 de ficción will be staged next week.,55.4492836
CompoundNPs_195_eng_spa_grammatical,CompoundNPs,195,eng_spa,grammatical,The draft2 de ficción needs more scenes.,76.74705505
CompoundNPs_196_eng_spa_grammatical,CompoundNPs,196,eng_spa,grammatical,The memo2 de ficción was part of the drill.,53.9419632
CompoundNPs_197_eng_spa_grammatical,CompoundNPs,197,eng_spa,grammatical,The note2 de ficción was later discarded.,78.0140152
CompoundNPs_198_eng_spa_grammatical,CompoundNPs,198,eng_spa,grammatical,The text2 de ficción was edited for style.,61.62271881
CompoundNPs_199_eng_spa_grammatical,CompoundNPs,199,eng_spa,grammatical,The booklet2 de ficción was used in the exercise.,59.58929062
CompoundNPs_200_eng_spa_grammatical,CompoundNPs,200,eng_spa,grammatical,The manual4 de ficción described imaginary steps.,93.9619751
AdjOrder_1_eng_spa_grammatical,AdjOrder,1,eng_spa,grammatical,Put the book rojo on the table next to the lamp.,31.46001434
AdjOrder_2_eng_spa_grammatical,AdjOrder,2,eng_spa,grammatical,Put the car grande in the garage before the rain.,43.08275604
AdjOrder_3_eng_spa_grammatical,AdjOrder,3,eng_spa,grammatical,Take the dog pequeño into the yard to run.,40.16980743
AdjOrder_4_eng_spa_grammatical,AdjOrder,4,eng_spa,grammatical,Put the shoe viejo in the closet box.,33.2248497
AdjOrder_5_eng_spa_grammatical,AdjOrder,5,eng_spa,grammatical,Hang the hat nuevo on the hook by the door.,53.73178101
AdjOrder_6_eng_spa_grammatical,AdjOrder,6,eng_spa,grammatical,Set the watch azul before you leave for the station.,42.3145752
AdjOrder_7_eng_spa_grammatical,AdjOrder,7,eng_spa,grammatical,Take the bag verde to the car when you finish packing.,37.05597305
AdjOrder_8_eng_spa_grammatical,AdjOrder,8,eng_spa,grammatical,Hang the coat pesado on the rack when you come in.,43.80406952
AdjOrder_9_eng_spa_grammatical,AdjOrder,9,eng_spa,grammatical,Look at the cat silencioso sleeping on the windowsill.,40.27082062
AdjOrder_10_eng_spa_grammatical,AdjOrder,10,eng_spa,grammatical,Saddle the horse rápido before heading to the field.,35.54156113
AdjOrder_11_eng_spa_grammatical,AdjOrder,11,eng_spa,grammatical,Plant the tree alto at the corner of the garden.,35.89346313
AdjOrder_12_eng_spa_grammatical,AdjOrder,12,eng_spa,grammatical,Cross the river frío via the wooden bridge.,45.48590469
AdjOrder_13_eng_spa_grammatical,AdjOrder,13,eng_spa,grammatical,Fix the bridge estrecho before the next storm.,39.48995972
AdjOrder_14_eng_spa_grammatical,AdjOrder,14,eng_spa,grammatical,Paint the bench brillante so it stands out in the park.,38.4595871
AdjOrder_15_eng_spa_grammatical,AdjOrder,15,eng_spa,grammatical,Water the garden verde every morning before work.,39.91170883
AdjOrder_16_eng_spa_grammatical,AdjOrder,16,eng_spa,grammatical,Display the museum nuevo's pieces in the main hall.,48.32952881
AdjOrder_17_eng_spa_grammatical,AdjOrder,17,eng_spa,grammatical,Book the theater grande for Saturday's performance.,33.07592392
AdjOrder_18_eng_spa_grammatical,AdjOrder,18,eng_spa,grammatical,Buy the cinema barato tickets in advance.,42.89770508
AdjOrder_19_eng_spa_grammatical,AdjOrder,19,eng_spa,grammatical,Choose the hotel elegante for the guests' visit.,43.42528534
AdjOrder_20_eng_spa_grammatical,AdjOrder,20,eng_spa,grammatical,Visit the market ocupado before they close today.,49.61708832
AdjOrder_21_eng_spa_grammatical,AdjOrder,21,eng_spa,grammatical,Spread the map viejo on the work table.,38.02906036
AdjOrder_22_eng_spa_grammatical,AdjOrder,22,eng_spa,grammatical,Open the notebook pequeño and write the idea.,43.89618301
AdjOrder_23_eng_spa_grammatical,AdjOrder,23,eng_spa,grammatical,Send the report final to the director by Friday.,29.9806366
AdjOrder_24_eng_spa_grammatical,AdjOrder,24,eng_spa,grammatical,Refer to the manual rápido when you need instructions.,42.6804657
AdjOrder_25_eng_spa_grammatical,AdjOrder,25,eng_spa,grammatical,Hang the frame de madera on the hallway wall.,44.03203964
AdjOrder_26_eng_spa_grammatical,AdjOrder,26,eng_spa,grammatical,Cover the statue viejo overnight for protection.,50.33639526
AdjOrder_27_eng_spa_grammatical,AdjOrder,27,eng_spa,grammatical,Wash the vase limpio before arranging the flowers.,23.810009
AdjOrder_28_eng_spa_grammatical,AdjOrder,28,eng_spa,grammatical,Carry the lantern brillante in your pack just in case.,35.43323135
AdjOrder_29_eng_spa_grammatical,AdjOrder,29,eng_spa,grammatical,Put the ring pequeño in the jewelry box.,35.34287262
AdjOrder_30_eng_spa_grammatical,AdjOrder,30,eng_spa,grammatical,Fasten the collar nuevo before leaving the house.,41.21465683
AdjOrder_31_eng_spa_grammatical,AdjOrder,31,eng_spa,grammatical,Put the glass vacío in the sink when you finish.,29.66180801
AdjOrder_32_eng_spa_grammatical,AdjOrder,32,eng_spa,grammatical,Wash the plate sucio before putting it away.,32.50527954
AdjOrder_33_eng_spa_grammatical,AdjOrder,33,eng_spa,grammatical,Sharpen the knife afilado carefully in the kitchen.,47.76103592
AdjOrder_34_eng_spa_grammatical,AdjOrder,34,eng_spa,grammatical,Place the fork limpio beside the main plate.,36.43848801
AdjOrder_35_eng_spa_grammatical,AdjOrder,35,eng_spa,grammatical,Leave the pencil corto in the desk case.,34.68405151
AdjOrder_36_eng_spa_grammatical,AdjOrder,36,eng_spa,grammatical,Sign with the pen azul in the lower corner.,36.83418274
AdjOrder_37_eng_spa_grammatical,AdjOrder,37,eng_spa,grammatical,File the paper delgado in the project folder.,32.94280243
AdjOrder_38_eng_spa_grammatical,AdjOrder,38,eng_spa,grammatical,Count the bill viejo before putting it in the box.,38.26282883
AdjOrder_39_eng_spa_grammatical,AdjOrder,39,eng_spa,grammatical,Put the envelope sellado in the mailbox this afternoon.,31.38066101
AdjOrder_40_eng_spa_grammatical,AdjOrder,40,eng_spa,grammatical,Place the package pesado in the warehouse corner.,45.69112778
AdjOrder_41_eng_spa_grammatical,AdjOrder,41,eng_spa,grammatical,Charge the phone muerto before you leave for the trip.,47.80274963
AdjOrder_42_eng_spa_grammatical,AdjOrder,42,eng_spa,grammatical,Turn off the computer viejo at the end of the day.,31.41356277
AdjOrder_43_eng_spa_grammatical,AdjOrder,43,eng_spa,grammatical,Wipe the keyboard polvoriento with a soft cloth.,52.1470108
AdjOrder_44_eng_spa_grammatical,AdjOrder,44,eng_spa,grammatical,Plug in the mouse inalámbrico to the USB port.,33.72800446
AdjOrder_45_eng_spa_grammatical,AdjOrder,45,eng_spa,grammatical,Set the monitor grande for better visibility.,28.60325623
AdjOrder_46_eng_spa_grammatical,AdjOrder,46,eng_spa,grammatical,Put the sofa nuevo against the living room wall.,40.66851425
AdjOrder_47_eng_spa_grammatical,AdjOrder,47,eng_spa,grammatical,Clean the armchair viejo before using it.,33.82722473
AdjOrder_48_eng_spa_grammatical,AdjOrder,48,eng_spa,grammatical,Hang the painting brillante on the main wall.,45.50378036
AdjOrder_49_eng_spa_grammatical,AdjOrder,49,eng_spa,grammatical,Lock the candado oxidado to secure the door.,59.32143402
AdjOrder_50_eng_spa_grammatical,AdjOrder,50,eng_spa,grammatical,Mark the calendar nuevo with the month's dates.,40.25712585
AdjOrder_51_eng_spa_grammatical,AdjOrder,51,eng_spa,grammatical,Put the boat azul at the dock.,44.97250366
AdjOrder_52_eng_spa_grammatical,AdjOrder,52,eng_spa,grammatical,Leave the train lento at the station.,33.54156494
AdjOrder_53_eng_spa_grammatical,AdjOrder,53,eng_spa,grammatical,Watch the plane blanco on the runway.,35.64284897
AdjOrder_54_eng_spa_grammatical,AdjOrder,54,eng_spa,grammatical,Add the port pequeño to the visit list.,43.51283264
AdjOrder_55_eng_spa_grammatical,AdjOrder,55,eng_spa,grammatical,Turn on the lighthouse alto at dusk.,31.69929123
AdjOrder_56_eng_spa_grammatical,AdjOrder,56,eng_spa,grammatical,Fix the mill viejo this week.,40.25330353
AdjOrder_57_eng_spa_grammatical,AdjOrder,57,eng_spa,grammatical,Walk the valley verde tomorrow.,34.65308762
AdjOrder_58_eng_spa_grammatical,AdjOrder,58,eng_spa,grammatical,Follow the path estrecho to the clearing.,34.45480347
AdjOrder_59_eng_spa_grammatical,AdjOrder,59,eng_spa,grammatical,Paint the building alto before the event.,39.01504517
AdjOrder_60_eng_spa_grammatical,AdjOrder,60,eng_spa,grammatical,Visit the temple viejo at noon.,29.07590103
AdjOrder_61_eng_spa_grammatical,AdjOrder,61,eng_spa,grammatical,Put the drawer pequeño in the closet.,32.76330948
AdjOrder_62_eng_spa_grammatical,AdjOrder,62,eng_spa,grammatical,Mount the shelf pesado on the wall.,39.04803467
AdjOrder_63_eng_spa_grammatical,AdjOrder,63,eng_spa,grammatical,Check the roof viejo before the rain.,42.55798721
AdjOrder_64_eng_spa_grammatical,AdjOrder,64,eng_spa,grammatical,Clean the floor mojado this morning.,51.51528931
AdjOrder_65_eng_spa_grammatical,AdjOrder,65,eng_spa,grammatical,Decorate the hallway largo for the party.,35.86632919
AdjOrder_66_eng_spa_grammatical,AdjOrder,66,eng_spa,grammatical,Replace the mattress viejo this week.,27.80485916
